Price,Year,Mileage_in_KM,Transmission,City,Fuel_Type,Title
950000,2025,9000,Automatic,Asyut,Gas,Hyundai Elantra AD 2025
1580000,2016,159000,Automatic,"Nasr city, Cairo",Gas,Mercedes C 180 2016
615000,2023,47000,Automatic,"Nasr city, Cairo",Gas,Nissan Sunny 2023
2800000,2025,0,Automatic,Skoda,Gas,Skoda Kodiaq 2025
1695000,2023,50000,Automatic,Alexandria,Gas,Kia Sportage 2023
2700000,2025,0,Automatic,Skoda,Gas,Skoda Kodiaq 2025
740000,2025,0,Automatic,Chevrolet,Gas,Chevrolet Optra 2025
2550000,2024,0,Automatic,Skoda,Gas,Skoda Kodiaq 2024
3900000,2022,14000,Automatic,Alexandria,Gas,Mercedes A 200 2022
1550000,2024,30000,Automatic,Alexandria,Gas,Hyundai Tucson 2024
3350000,2023,5000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes C 200 2023
160000,1979,367000,Manual,Giza,Gas,Mercedes 200 1979
1380000,2014,136000,Automatic,"Nasr city, Cairo",Gas,Mercedes C 180 2014
290,2018,180,Automatic,Cairo,Natural Gas,Lada Granta 2018
980000,2019,50000,Automatic,"6 October, Giza",Gas,Ford Kuga 2019
390000,2014,111000,Automatic,"Banha, Qalyubia",Diesel,Chevrolet Aveo 2014
420000,2015,160000,Automatic,Beni Suef,Gas,Chevrolet Aveo 2015
275000,2004,279998,Automatic,Cairo,Gas,Chevrolet Lanos 2004
415000,2012,320000,Automatic,"El Obour, Al Qalyubia",Diesel,Ford Focus 2012
450000,2019,180000,Automatic,Cairo,Gas,Chery Tiggo 3 2019
550000,2022,49000,Automatic,"Sheikh Zayed City, Giza",Gas,Chery Arrizo 5 2022
880000,2019,242000,Automatic,5th Settlement,Gas,Toyota Corolla 2019
250000,2009,190000,Manual,Aswan,Gas,Hyundai Verna 2009
850000,2022,7200,Automatic,"6 October, Giza",Gas,Haval Jolion 2022
550000,2019,113400,Automatic,Cairo,Diesel,Chery Arrizo 5 2019
1575000,2015,230000,Automatic,"Mansoura, Dakahlia",Gas,Mercedes E 200 2015
498000,2019,180000,Automatic,"Zagazig, Sharqia",Diesel,Nissan Sunny 2019
5350000,,,,"Mansoura, Dakahlia",,Mercedes E 200 2024
825000,2018,107000,Automatic,"Mansoura, Dakahlia",Gas,Hyundai Elantra AD 2018
740000,2021,105000,Automatic,"Hadayek October, Giza",Gas,MG ZS 2021
400000,2002,300000,Automatic,Sharqia,Gas,Hyundai Avante 2002
1190000,2024,1190000,Automatic,Cairo,Diesel,Jetour Dashing 2024
700000,2025,29000,Automatic,"6 October, Giza",Gas,Nissan Sunny 2025
840000,2020,100000,Automatic,"Cleopatra, Alexandria",Gas,Hyundai Creta 2020
850000,2018,188000,Automatic,5th Settlement,Gas,Peugeot 508 2018
470000,2019,177000,Automatic,Dakahlia,Gas,Renault Sandero Step Way 2019
370000,2005,255000,Automatic,El Wadi El Gedid,Gas,Mitsubishi Lancer 2005
370000,2005,255000,Automatic,El Wadi El Gedid,Gas,Mitsubishi Lancer 2005
550000,2006,233000,Automatic,"El Haram, Giza",Gas,Skoda Octavia A5 2006
1150000,2019,140000,Automatic,Cairo,Natural Gas,Hyundai Tucson 2019
1100000,2024,13000,Automatic,Cairo,Gas,Jetour X70 2024
2200000,2019,120000,Automatic,Alexandria,Gas,Mercedes C 180 2019
4000000,2024,24000,Automatic,Alexandria,Gas,BMW X4 2024
2050000,2022,39000,Automatic,Alexandria,Gas,Audi Q3 2022
1400000,2014,900000,Automatic,Alexandria,Gas,Mercedes CLA 200 2014
2150000,2025,10000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Volkswagen Tiguan 2025
930000,2021,135000,Automatic,"Nasr city, Cairo",Gas,MG HS 2021
600000,2016,165000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Opel Astra 2016
550000,2009,220000,Automatic,"Shubra, Cairo",Gas,Toyota Corolla 2009
30000,1900,200000,Manual,"Maadi, Cairo",Gas,Aston Martin DB 1900
8000000,2024,5200,Automatic,"Tagamo3 - New Cairo, Cairo",Electric,Gmc Hummer EV 2024
155000,1998,0,Manual,Alexandria,Gas,Daihatsu Kancil 1998
145000,1998,280000,Manual,Cairo,Diesel,Hyundai Excel 1998
300000,2014,140000,Manual,Asyut,Gas,Chevrolet Lanos 2014
40000,2013,359000,Automatic,Sinai,Diesel,Toyota Land Cruiser 70 2013
780000,2023,120000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Geely Cool Ray 2023
145000,1998,280000,Manual,Cairo,Diesel,Hyundai Excel 1998
340000,2020,320,Manual,Cairo,Gas,Lada Granta 2020
55000,1987,185000,Manual,Cairo,Gas,Fiat 127 1987
1180000,2023,14300,Automatic,El Beheira,Gas,Renault Megane 2023
1250000,2022,0,Automatic,"Sheikh Zayed City, Giza",Natural Gas,Peugeot 508 2022
320000,2007,202000,Automatic,"Sheikh Zayed City, Giza",Gas,Hyundai Accent 2007
1250000,2015,153000,Automatic,"Nasr city, Cairo",Gas,Chrysler Town & Country 2015
66999,2025,0,Automatic,Abarth,Diesel,Abarth 595 2025
325,2009,0,Automatic,Cairo,Natural Gas,Chevrolet Aveo 2009
1200000,2020,0,Automatic,Cairo,Gas,Hyundai Tucson GDI 2020
111111,2022,0,Automatic,"6 October, Giza",Hybrid,MG 5 2022
700000,2019,94000,Automatic,Cairo,Diesel,Renault Duster 2019
320000,2007,19000,Manual,"Shibin el Kom , Monufia",Gas,Chevrolet Aveo 2007
111111,2022,0,Automatic,"6 October, Giza",Hybrid,MG 5 2022
880000,2020,176000,Automatic,"6 October, Giza",Gas,Citroën C4 Grand Picasso 2020
420000,2018,90000,Automatic,"Shubra al-Khaimah, Qalyubia",Gas,Renault Logan 2018
510000,2019,11000,Automatic,Cairo,Natural Gas,Geely Imperial 2019
590000,2014,94000,Automatic,Alexandria,Gas,Nissan Qashqai 2014
550000,2008,250000,Automatic,5th Settlement,Diesel,Honda Civic 2008
850000,2021,0,Automatic,Opel,Gas,Opel Crossland 2021
370000,2010,0,Automatic,Cairo,Natural Gas,Chevrolet Cruze 2010
160000,1997,450600,Manual,Alexandria,Gas,Opel Corsa 1997
890000,2019,158000,Automatic,"6 October, Giza",Gas,Hyundai Elantra AD 2019
310000,2006,420,Automatic,"Pyramids Gardens, Giza",Natural Gas,Chevrolet Optra 2006
420000,2008,252000,Automatic,"Shebeen El Kom, Menofia",Gas,Toyota GR Corolla 2008
30000,1900,200000,Manual,"Maadi, Cairo",Gas,Aston Martin DB 1900
1210000,2022,100000,Automatic,"6 October, Giza",Gas,Toyota Corolla 2022
2650000,2023,17000,Automatic,5th Settlement,Hybrid,Kia Sorento 2023
1585000,2026,0,Automatic,Jetour,Gas,Jetour T1 2026
1560000,2022,72000,Automatic,"6 October, Giza",Gas,Hyundai Tucson 2022
1290000,2026,0,Automatic,Seat,Gas,Seat Arona 2026
1467000,2026,0,Automatic,Seat,Gas,Seat Leon 2026
3425000,2025,5000,Automatic,"Sheikh Zayed City, Giza",Gas,Mercedes C 180 2025
260000,2016,196000,Manual,"Obour City, Cairo",Gas,Lada Granta 2016
1280000,2026,0,Automatic,Seat,Gas,Seat Arona 2026
420000,2008,252000,Automatic,"Shebeen El Kom, Menofia",Gas,Toyota GR Corolla 2008
620000,2022,235000,Manual,Alexandria,Natural Gas,DFSK Glory Van 2022
45000,2025,0,Automatic,Hawa,Electric,Hawa Other 2025
275000,1999,176000,Manual,Alexandria,Diesel,Mitsubishi Lancer Crystala 1999
335,2012,342000,Manual,Giza,Gas,Hyundai Verna 2012
390000,2015,277000,Automatic,Cairo,Gas,Chevrolet Aveo 2015
750000,2019,177000,Automatic,"Tagamo3 - New Cairo, Cairo",Natural Gas,Peugeot 508 2019
200000,2008,230000,Manual,Asyut,Gas,Daewoo Lanos 2 2008
850000,2022,45000,Automatic,"Ain Shams, Cairo",Natural Gas,Toyota Belta 2022
325000,2006,148000,Automatic,Ismailia,Gas,Renault Megane 2006
420000,2006,145,Automatic,Greater Cairo ( Cairo + Giza),Gas,Chrysler Town & Country 2006
600000,2018,270000,Automatic,"Nasr city, Cairo",Gas,Nissan Sentra 2018
1200000,2020,100000,Automatic,Kafr El Cheik,Gas,Renault Kadjar 2020
285000,2013,177000,Automatic,Cairo,Diesel,Renault Logan 2013
440000,2007,178,Automatic,"Al Shorouk, Cairo",Gas,Mitsubishi Lancer Puma 2007
650000,2022,99000,Automatic,Cairo,Gas,Chevrolet Optra 2022
900000,2011,0,Manual,Jeep,Electric,Jeep Cherokee 2011
590000,2019,75000,Automatic,Alexandria,Gas,Geely X7 2019
485000,2022,87000,Manual,Cairo,Gas,Suzuki Swift Dzire 2022
795000,2022,89000,Automatic,Beni Suef,Diesel,MG ZS 2022
570,2012,235,Automatic,Cairo,Gas,Hyundai Elantra MD 2012
100000,2026,0,Automatic,Abarth,Natural Gas,Abarth 695 2026
320000,2017,365000,Manual,Cairo,Gas,Geely Emgrand 7 2017
740000,2022,90000,Automatic,Cairo,Gas,Chery Tiggo 7 2022
400000,2021,0,Automatic,"Ashmoun, Monufia",Diesel,Chery Arrizo 5 2021
265000,2012,178000,Manual,Suez,Gas,Fiat Punto 2012
1110000,2020,110000,Automatic,"6 October, Giza",Gas,Citroën C5 Aircross 2020
265000,2011,158000,Manual,Cairo,Gas,Peugeot 206 2011
300000,2012,157500,Manual,Cairo,Gas,Renault Logan 2012
1350000,2021,58000,Automatic,Sharm el-Sheikh,Gas,Peugeot 3008 2021
1700000,2026,0,Automatic,Geely,Gas,Geely Starray 2026
2750000,2019,220000,Automatic,"Tagamo3 - New Cairo, Cairo",Natural Gas,BMW X3 M 2019
5600000,2026,0,Automatic,Mercedes,Gas,Mercedes E 200 2026
724000,2026,0,Automatic,Renault,Gas,Renault Taliant 2026
1150000,2020,65000,Automatic,Alexandria,Gas,Citroën C5 Aircross 2020
777000,2017,160000,Automatic,"Heliopolis, Cairo",Gas,Opel Insignia 2017
765000,2017,150000,Automatic,"6 October, Giza",Gas,Hyundai Creta 2017
2600000,2021,99000,Automatic,"Madinaty, Cairo",Gas,Mercedes GLC 200 2021
2600000,2019,125000,Automatic,"Sheikh Zayed City, Giza",Gas,Mercedes E 180 2019
1100000,2020,110000,Automatic,"Hurghada, Red Sea",Gas,Mitsubishi Eclipse 2020
420000,2005,250000,Automatic,"Mokattam, Cairo",Gas,Daewoo Lacetti 2005
1060000,2022,68000,Automatic,"Madinaty, Cairo",Gas,Kia Xceed 2022
1600000,2025,48000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Cupra Leon 2025
780000,2023,102000,Automatic,"Warraq, Giza",Gas,Hyundai Elantra 2023
570000,2008,200000,Automatic,"Hurghada, Red Sea",Gas,Volkswagen Jetta 2008
550000,2022,52000,Automatic,"Hurghada, Red Sea",Gas,Changan Eado 2022
750000,2015,350000,Automatic,Cairo,Gas,Honda Civic 2015
415000,2010,240000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Seat Ibiza 2010
255000,2000,160000,Manual,"Heliopolis, Cairo",Plug-in Hybrid,Daihatsu Terios 2000
720000,2023,27500,Automatic,Alexandria,Gas,Chery Tiggo 3 2023
1150000,2010,280000,Automatic,"Al Tagamoa El Awal, Tagamo3 - New Cairo, Cairo",Gas,Mercedes GLK 300 2010
960000,2025,47000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Chery Tiggo 8 2025
650000,2016,70000,Automatic,"Dokki, Giza",Natural Gas,Suzuki Ertiga 2016
1220000,2017,100000,Automatic,"Nasr city, Cairo",Gas,Kia Sportage 2017
875000,2020,148000,Automatic,"Maadi, Cairo",Gas,MG Rx5 2020
980000,2022,99000,Automatic,"Hurghada, Red Sea",Gas,MG HS 2022
870000,2018,119000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Opel Insignia 2018
650000,2023,58000,Automatic,"Mohandessin, Giza",Gas,Renault Sandero Step Way 2023
4500000,2025,0,Automatic,BMW,Electric,BMW I5 2025
440000,2014,160000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Nissan Sunny 2014
300000,2018,112000,Automatic,Asyut,Gas,Renault Logan 2018
150000,1995,275000,Manual,"Banha, Qalyubia",Gas,Opel Vectra 1995
1250000,2013,165000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes C 180 2013
5500000,2025,0,Automatic,Mercedes,Gas,Mercedes E 200 2025
1350000,2011,300000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes E 250 2011
1550000,2025,0,Automatic,Deepal,Electric,Deepal S 05 2025
5500000,2025,0,Automatic,Mercedes,Gas,Mercedes GLC 300 2025
230000,2004,180000,Manual,Damietta,Gas,Citroën C3 2004
2000000,2019,127000,Automatic,"Heliopolis, Cairo",Gas,Mercedes C 180 2019
665000,2015,65000,Automatic,Giza,Gas,Hyundai Elantra 2015
1620000,2025,0,Automatic,Seat,Gas,Seat Ateca 2025
6000000,2024,4000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Lotus Emira 2024
13000000,2019,12000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Aston Martin DBS 2019
1250000,2021,89000,Automatic,"6 October, Giza",Gas,Subaru XV 2021
7000000,2022,0,Automatic,Mercedes,Natural Gas,Mercedes S 450 2022
1350000,2024,70000,Automatic,"6 October, Giza",Gas,Skoda Octavia A8 2024
4200000,2026,0,Automatic,Mercedes,Gas,Mercedes C 200 2026
3100000,2022,20000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes C 180 2022
4250000,2026,0,Automatic,Land Rover,Hybrid,Land Rover Range Rover Evoque 2026
3650000,2025,0,Automatic,Mercedes,Gas,Mercedes C 180 2025
5150000,2025,0,Automatic,BMW,Gas,BMW 520 2025
126000,2007,173500,Manual,Cairo,Gas,Fiat Uno 2007
2050000,2023,64000,Automatic,"Maadi, Cairo",Gas,Skoda Kodiaq 2023
195000,2001,250000,Manual,"Nasr city, Cairo",Gas,Daewoo Lanos 2001
150000,1999,180,Manual,"Shobra, Cairo",Gas,Hyundai Accent 1999
800000,2022,89000,Automatic,"Nasr city, Cairo",Gas,Hyundai Bayon 2022
1740000,2025,8200,Automatic,Giza,Gas,Hyundai Elantra 2025
600000,2017,160000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Opel Astra 2017
1455000,2026,0,Automatic,Seat,Gas,Seat Leon 2026
290000,2011,120000,Manual,"Heliopolis, Cairo",Gas,Peugeot 206 2011
980000,2026,0,Automatic,Seat,Gas,Seat Ibiza 2026
720000,2016,0,Automatic,"Downtown, Cairo",Natural Gas,Kia Cerato 2016
850000,2016,68000,Automatic,Alexandria,Natural Gas,Hyundai IX 35 2016
135000,1999,0,Manual,Asyut,Gas,Kia Pride 1999
640000,2020,176,Automatic,"Obour City, Cairo",Gas,Nissan Sentra 2020
410000,2008,210000,Automatic,Damietta,Gas,Daihatsu SIRION 2008
