Price,Year,Mileage_in_KM,Transmission,City,Fuel_Type,Title
1350000,2022,140000,Automatic,"Nasr city, Cairo",Gas,Kia Sportage 2022
450000,2014,128000,Automatic,"Madinaty, Cairo",Gas,Chevrolet Aveo 2014
265000,2014,115000,Automatic,Cairo,Gas,Geely Panda 2014
270000,2011,190000,Manual,Beni Suef,Gas,Brilliance FSV 2011
410000,2013,67000,Manual,Alexandria,Gas,Renault Sandero 2013
580000,2012,165000,Automatic,Giza,Gas,Kia Soul 2012
400000,2011,165000,Automatic,"Helwan, Cairo",Gas,Hyundai Accent RB 2011
460000,2016,225000,Automatic,"El Haram, Giza",Gas,Nissan Sunny 2016
520000,2022,165000,Automatic,Cairo,Gas,Changan Eado plus 2022
650000,2020,74000,Automatic,"Shobra, Cairo",Gas,Renault Duster 2020
920000,2021,115000,Automatic,"10th of Ramadan, Cairo",Gas,Kia Grand Cerato 2021
270000,2015,78000,Manual,Alexandria,Gas,Suzuki Van 2015
680000,2008,99100,Automatic,"Heliopolis, Cairo",Gas,Honda Civic 2008
2800000,2024,24700,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes C 180 2024
460000,2024,80000,Automatic,Cairo,Gas,Lada Granta 2024
550000,2012,250000,Automatic,Cairo,Gas,Mitsubishi Lancer 2012
350000,2010,138000,Manual,"6 October, Giza",Gas,Speranza Tiggo 2010
870000,2022,15000,Automatic,Cairo,Gas,Fiat Tipo 2022
350000,2007,276000,Manual,Alexandria,Gas,Opel Vectra 2007
675000,2019,136000,Automatic,"6 October, Giza",Gas,Renault Duster 2019
595000,2008,156000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Toyota Corolla 2008
350000,2005,230000,Manual,Sohag,Gas,Hyundai XD 2005
250000,2007,180000,Automatic,"Zagazig, Sharqia",Gas,Daewoo Nubira 2 2007
450000,2011,120000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Chevrolet Optra 2011
460000,2015,111000,Automatic,Alexandria,Gas,Chevrolet Aveo 2015
197000,2008,140000,Manual,"El Mahalla, Gharbia",Gas,Speranza A113 2008
900000,2026,0,Automatic,MG,Gas,MG One 2026
2250000,2025,0,Automatic,BMW,Electric,BMW I3 2025
1600000,2021,70000,Automatic,"Nasr city, Cairo",Gas,Mercedes A 180 2021
3250000,2025,0,Automatic,Avatr,Electric,Avatr 12 2025
14900000,2024,0,Automatic,Mercedes,Gas,Mercedes Other 2024
3500000,2020,35000,Automatic,"Heliopolis, Cairo",Gas,Mercedes E 200 2020
690000,2026,0,Automatic,Nissan,Gas,Nissan Sunny 2026
5800000,2025,0,Automatic,Land Rover,Gas,Land Rover Velar 2025
2230000,2026,0,Automatic,Peugeot,Gas,Peugeot 3008 2026
197000,2008,140000,Manual,"El Mahalla, Gharbia",Gas,Speranza A113 2008
4250000,2026,0,Automatic,Land Rover,Hybrid,Land Rover Range Rover Evoque 2026
680000,2021,155000,Automatic,"Sadat City, Monufia",Gas,Nissan Sentra 2021
850000,2012,450000,Automatic,Cairo,Gas,Kia Sportage 2012
145000,2002,24000,Manual,"6 October, Giza",Gas,Fiat Siena 2002
365000,2017,254000,Automatic,"Sadat City, Monufia",Gas,Chery Envy 2017
300000,2006,290000,Automatic,Alexandria,Gas,Proton Waja 2006
750000,2014,170000,Automatic,Suez,Gas,Skoda Octavia A7 2014
400000,2009,240000,Manual,Suez,Gas,Toyota Yaris 2009
1000000,2018,205000,Automatic,Cairo,Gas,Opel Insignia 2018
130000,1998,3000,Manual,"Belqas, Dakahlia",Gas,Hyundai Excel 1998
800000,2008,160000,Automatic,"Maadi, Cairo",Gas,Jeep Cherokee 2008
400000,2018,280000,Manual,Cairo,Gas,Byd F3 2018
285000,2012,280000,Manual,"El Haram, Giza",Gas,Hyundai Verna 2012
550000,2017,100000,Automatic,"Heliopolis, Cairo",Gas,Kia Picanto 2017
560000,2014,185000,Automatic,"Maadi, Cairo",Gas,Nissan Qashqai 2014
1380000,2022,88000,Automatic,"Hurghada, Red Sea",Gas,Peugeot 5008 2022
1525000,2019,120000,Automatic,"Maadi, Cairo",Gas,Skoda Kodiaq 2019
779000,2024,60000,Automatic,Cairo,Gas,Chery Tiggo 3 2024
865000,2022,30000,Automatic,"Maadi, Cairo",Gas,MG ZS 2022
295000,2008,207000,Manual,Cairo,Gas,Daewoo Lanos 2 2008
650000,2019,110000,Automatic,"Maadi, Cairo",Gas,Renault Duster 2019
1630000,2023,14000,Automatic,"El Haram, Giza",Gas,Honda HRV 2023
420000,2004,200000,Automatic,"Mansoura, Dakahlia",Gas,Hyundai Matrix 2004
660000,2016,220000,Automatic,"6 October, Giza",Gas,Hyundai Elantra MD 2016
470000,2008,308000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Opel Vectra 2008
300000,2013,197000,Automatic,"Dyarb Negm, Sharqia",Gas,Chevrolet Lanos 2013
199000,2010,200000,Automatic,"Al Shorouk, Cairo",Gas,Speranza A516 2010
270000,2005,284000,Automatic,Cairo,Gas,Kia Rio 2005
410000,2004,130000,Manual,Cairo,Gas,Mitsubishi Lancer Puma 2004
950000,2019,59000,Automatic,"Mansoura, Dakahlia",Gas,Mitsubishi Xpander 2019
10300000,2022,36000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes G Class 2022
1130000,2026,0,Automatic,Opel,Gas,Opel Corsa 2026
960000,2026,0,Automatic,Fiat,Gas,Fiat 500 X 2026
645000,2026,0,Automatic,Proton,Gas,Proton Saga 2026
2060000,2025,0,Automatic,Kia,Gas,Kia Sportage 2025
3100000,2026,0,Automatic,Mercedes,Gas,Mercedes C 200 2026
830000,2025,0,Automatic,Byd,Electric,Byd Seagull 2025
4275000,2024,0,Automatic,Gmc,Gas,Gmc Sierra 2024
2100000,2025,0,Automatic,Cupra,Gas,Cupra Terramar 2025
585000,2009,145000,Automatic,"Heliopolis, Cairo",Gas,Toyota Corolla 2009
435000,2014,175000,Automatic,"Nasr city, Cairo",Gas,Peugeot 208 2014
1350000,2005,50000,Automatic,Gharbia,Gas,Mercedes E 240 2005
460000,2009,200000,Automatic,Giza,Gas,Chevrolet Optra 2009
1200000,2022,76000,Automatic,"Nasr city, Cairo",Gas,Jetour X95 2022
630000,2024,39000,Automatic,"Pyramids Gardens, Giza",Gas,Chery Arrizo 5 2024
165000,2002,340000,Manual,"Obour City, Cairo",Gas,Kia Sephia 2002
88000,1997,100000,Manual,Cairo,Gas,Other Other 1997
600000,2015,265000,Automatic,"El Mahalla, Gharbia",Gas,Mitsubishi Lancer EX Shark 2015
535000,2013,200000,Automatic,"Maadi, Cairo",Gas,Opel Astra 2013
750000,2020,121000,Automatic,"Madinaty, Cairo",Gas,Opel Astra 2020
500000,2019,195000,Automatic,Giza,Gas,Chevrolet Optra 2019
525000,2020,60000,Automatic,Alexandria,Gas,Nissan Sunny 2020
287000,,,,"Shibin El Qanater, Qalyubia",,Suzuki Van 2017
1570000,2023,44000,Automatic,Cairo,Gas,Kia Sportage 2023
270000,2010,292000,Manual,"El Haram, Giza",Gas,Renault Logan 2010
120000,1997,200000,Manual,"Warraq, Giza",Gas,Fiat 1300 1997
650000,2015,20000,Automatic,Giza,Gas,Kia Cerato 2015
980000,2015,80000,Automatic,"Tala, Monufia",Gas,Isuzu D max 2015
345000,2007,250000,Automatic,"Zagazig, Sharqia",Gas,Mitsubishi Lancer 2007
600000,2007,90000,Automatic,Sohag,Gas,Toyota Corolla 2007
440000,2020,84000,Automatic,"Obour City, Cairo",Gas,Peugeot 301 2020
360000,,,,Damietta,,Nissan Pick up 2007
700000,2021,74000,Automatic,"Etay al-Barud, Beheira",Gas,Renault 21 2021
290000,2007,174000,Automatic,Cairo,Gas,Brilliance Galena 2007
110000,2000,290000,Manual,Alexandria,Gas,Renault Rainbow 2000
425000,2017,220000,Automatic,"Shubra al-Khaimah, Qalyubia",Gas,Chevrolet Optra 2017
220000,2000,150000,Automatic,Alexandria,Gas,Daihatsu SIRION 2000
500000,2008,197000,Automatic,"Shobra, Cairo",Gas,Hyundai Avante 2008
540000,2008,350000,Automatic,Ismailia,Gas,Daihatsu Terios 2008
0,2019,64000,Automatic,Cairo,Gas,Toyota Corolla 2019
675000,2011,163000,Automatic,"Heliopolis, Cairo",Gas,Toyota Corolla 2011
875000,2014,120000,Automatic,"Heliopolis, Cairo",Gas,Volkswagen Jetta 2014
830000,2013,161000,Automatic,"Heliopolis, Cairo",Gas,Skoda Octavia 2013
675000,2010,159000,Automatic,"Heliopolis, Cairo",Gas,Toyota Corolla 2010
565000,2008,160000,Automatic,"Heliopolis, Cairo",Gas,Toyota Corolla 2008
975000,2014,72000,Automatic,"Heliopolis, Cairo",Gas,Skoda Superb 2014
275000,2008,88000,Manual,"Shubra, Cairo",Gas,Daewoo Lanos 2 2008
1050000,2018,145000,Automatic,"Heliopolis, Cairo",Gas,Skoda Octavia 2018
1490000,2026,0,Automatic,Haval,Gas,Haval H6 2026
2385000,2026,0,Automatic,Volkswagen,Gas,Volkswagen Tiguan 2026
0,2019,64000,Automatic,Cairo,Gas,Toyota Corolla 2019
220000,2000,150000,Automatic,Alexandria,Gas,Daihatsu SIRION 2000
500000,2008,197000,Automatic,"Shobra, Cairo",Gas,Hyundai Avante 2008
540000,2008,350000,Automatic,Ismailia,Gas,Daihatsu Terios 2008
550000,2015,220000,Automatic,"Al Shorouk, Cairo",Gas,Mitsubishi Lancer EX Shark 2015
680000,2010,180000,Automatic,Asyut,Gas,Kia Cerato 2010
350000,2010,174000,Manual,"6 October, Giza",Gas,Hyundai Accent 2010
1050000,2018,60000,Automatic,"Nasr city, Cairo",Gas,Honda Civic 2018
160000,1996,200000,Automatic,Beni Suef,Gas,Toyota Corolla 1996
410000,2015,230000,Automatic,Cairo,Gas,Peugeot 301 2015
750000,2016,83000,Automatic,"El Haram, Giza",Gas,Peugeot 508 2016
1830000,2022,30000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes B 200 2022
450000,2011,165000,Automatic,"Maadi, Cairo",Gas,Peugeot 308 sw 2011
860000,2022,145000,Automatic,"Nasr city, Cairo",Gas,MG Rx5 2022
1400000,2021,85000,Automatic,"Nasr city, Cairo",Gas,Kia Sportage 2021
340000,2018,195000,Manual,Cairo,Gas,Chevrolet Lanos 2018
345000,2019,200000,Automatic,"Nasr city, Cairo",Gas,Renault Logan 2019
2150000,2020,130000,Automatic,"Nasr city, Cairo",Gas,Mercedes C 180 2020
1300000,2015,115000,Automatic,Alexandria,Gas,BMW 316 2015
650000,2020,160000,Automatic,"Mokattam, Cairo",Gas,Renault Megane 2020
235000,2004,260000,Manual,Cairo,Gas,Daewoo Lanos 2 2004
380000,2013,133000,Manual,"Nasr city, Cairo",Gas,Speranza Tiggo 2013
675000,2021,90000,Automatic,Aswan,Gas,Chery Tiggo 7 2021
145000,,,,"Badr City, Cairo",,Hyundai Excel 1995
830000,2022,25000,Automatic,"Sadat City, Monufia",Gas,MG 5 2022
610000,2021,55000,Automatic,"Mansoura, Dakahlia",Gas,Soueast DX3 2021
270000,2005,170000,Manual,"Tagamo3 - New Cairo, Cairo",Gas,Opel Corsa 2005
7750000,2023,20000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes GLS 2023
540000,2006,192000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,BMW 316 2006
625000,2011,323593,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Toyota Corolla 2011
1050000,2017,170000,Automatic,"Mokattam, Cairo",Gas,Hyundai Tucson 2017
1050000,2021,95000,Automatic,Cairo,Diesel,Toyota Corolla 2021
1280000,2015,140000,Automatic,"Mokattam, Cairo",Gas,BMW X3 2015
3250000,2025,0,Automatic,Avatr,Gas,Avatr 12 2025
3650000,2025,0,Automatic,Mercedes,Gas,Mercedes C 200 2025
4500000,2019,70000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Porsche Cayenne 2019
2550000,2023,42000,Automatic,Cairo,Diesel,Mercedes C 180 2023
4100000,2023,35000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes E 200 2023
3100000,2023,5000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes C 200 2023
3300000,2020,65000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes GLC 200 2020
140000,1996,207000,Manual,Giza,Gas,Hyundai Excel 1996
145000,,,,"Badr City, Cairo",,Hyundai Excel 1995
600000,2016,77000,Automatic,Giza,Gas,Toyota Yaris 2016
520000,2021,116000,Automatic,"10th of Ramadan, Cairo",Gas,Chery Arrizo 5 2021
900000,2016,180000,Automatic,"Dokki, Giza",Gas,Skoda Octavia A7 2016
560000,2008,255000,Automatic,"Madinaty, Cairo",Gas,Toyota Corolla 2008
830000,2019,129000,Automatic,Faiyum,Gas,MG Rx5 2019
315000,2013,280000,Manual,Gharbia,Gas,Chevrolet Lanos 2013
540000,2006,192000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,BMW 316 2006
620000,2021,80000,Manual,Cairo,Gas,Fiat Tipo 2021
380000,2013,133000,Manual,"Nasr city, Cairo",Gas,Speranza Tiggo 2013
950000,2021,80000,Automatic,Cairo,Gas,Toyota Corolla 2021
675000,2021,90000,Automatic,Aswan,Gas,Chery Tiggo 7 2021
620000,2016,150000,Automatic,"Al Shorouk, Cairo",Gas,Opel Mokka 2016
1000000,2017,82000,Automatic,Alexandria,Gas,Kia Sportage L 2017
620000,2016,115000,Automatic,"El Haram, Giza",Gas,Mitsubishi Lancer EX Shark 2016
190000,1998,300000,Manual,"Ashmoun, Monufia",Gas,Daewoo Lanos 1998
310000,2015,320000,Manual,Giza,Gas,Renault Logan 2015
535000,2014,113000,Automatic,Giza,Gas,Kia Rio 2014
570000,2014,128000,Automatic,"Al Shorouk, Cairo",Gas,Toyota Yaris 2014
800000,2019,150000,Automatic,"El Haram, Giza",Gas,Hyundai Elantra 2019
710000,2016,60000,Automatic,Cairo,Gas,Opel Astra 2016
650000,2016,166000,Automatic,"Pyramids Gardens, Giza",Gas,Suzuki Sx4 2016
1900000,2017,90000,Automatic,Cairo,Gas,BMW X3 2017
1050000,2019,40000,Automatic,"Maadi, Cairo",Gas,Toyota Rush 2019
985000,2011,260000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes C 180 2011
390000,2015,96000,Automatic,Asyut,Gas,Chevrolet Aveo 2015
1550000,2018,175000,Automatic,Giza,Gas,BMW X3 2018
650000,2012,94000,Automatic,"Touhk, Qalyubia",Gas,Kia Forte 2012
370000,2013,203000,Manual,Damietta,Gas,Hyundai I10 2013
1800000,2026,0,Automatic,Jetour,Gas,Jetour T2 2026
785000,2014,20000,Automatic,Sohag,Natural Gas,Chery Tiggo 7 2014
2150000,2017,175000,Automatic,"Nasr city, Cairo",Gas,Mercedes A 180 2017
4250000,2023,50000,Automatic,"Pyramids Gardens, Giza",Gas,Porsche Macan 2023
185000,1998,200000,Manual,"El Haram, Giza",Gas,Hyundai Accent 1998
589000,2015,180000,Automatic,Cairo,Diesel,Hyundai Elantra MD 2015
3600000,2026,0,Automatic,Mercedes,Gas,Mercedes C 180 2026
1450000,2023,36000,Automatic,"Pyramids Gardens, Giza",Gas,Jeep Renegade 2023
750000,2021,64000,Automatic,"Sheikh Zayed City, Giza",Gas,MG One 2021
460000,2019,140000,Automatic,"Nasr city, Cairo",Gas,Jac S2 2019
370000,2013,203000,Manual,Damietta,Gas,Hyundai I10 2013
160000,2013,260000,Manual,Cairo,Gas,Chana New Star 2013
470000,2021,250000,Manual,"El Marg, Cairo",Gas,Byd F3 2021
620000,2010,175000,Automatic,"Abu Qir, Alexandria",Gas,Skoda Fantasia 2010
1,2025,1154,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Ford Territory 2025
1500000,2020,260000,Automatic,"6 October, Giza",Gas,Skoda Kodiaq 2020
360000,2018,170000,Manual,"Mokattam, Cairo",Gas,Byd F3 2018
2800000,2023,10000,Manual,"Sheikh Zayed City, Giza",Hybrid,Mercedes CLA 200 2023
650000,2012,94000,Automatic,"Touhk, Qalyubia",Gas,Kia Forte 2012
75000,1981,200000,Manual,Qalyubia,Gas,Fiat 131 1981
750000,2017,245000,Automatic,"Obour City, Cairo",Gas,Hyundai Creta 2017
95000,1998,95000,Manual,"10th of Ramadan, Cairo",Gas,Hyundai I30 1998
5100000,2025,500,Automatic,"Al Shorouk, Cairo",Gas,Jeep Grand Cherokee 2025
570000,2017,113000,Automatic,Cairo,Gas,Hyundai Solaris 2017
500000,2016,70000,Automatic,Giza,Gas,Chevrolet Aveo 2016
520000,2012,240000,Automatic,Giza,Gas,Hyundai Elantra MD 2012
280000,2020,56000,Manual,Cairo,Gas,Zotye Z100 2020
1100000,2016,50000,Automatic,Giza,Gas,Skoda Octavia 2016
1650,2021,90000,Automatic,"Tanta, Gharbia",Gas,Skoda Superb 2021
1175000,2020,103000,Automatic,"Nasr city, Cairo",Gas,Skoda Octavia A7 2020
65000,1979,200000,Manual,"10th of Ramadan, Cairo",Gas,Fiat 128 1979
320000,1999,100000,Automatic,Cairo,Gas,Opel Vectra 1999
260000,2007,190000,Manual,Suez,Gas,Speranza A516 2007
900000,2016,115000,Automatic,"El Haram, Giza",Gas,Hyundai IX 35 2016
470000,2005,310000,Automatic,Gharbia,Gas,Mitsubishi Lancer Puma 2005
5100000,2025,3400,Automatic,"6 October, Giza",Gas,Jeep Grand Cherokee L 2025
200000,2011,200000,Manual,"Warraq, Giza",Gas,Chevrolet Lanos 2011
290000,2007,98000,Manual,"Madinaty, Cairo",Gas,Chevrolet Aveo 2007
685000,2014,286000,Automatic,"Dikirnis, Dakahlia",Gas,Toyota Corolla 2014
620000,2015,180000,Automatic,Cairo,Gas,Mitsubishi Lancer EX Shark 2015
1250000,2025,0,Automatic,Hyundai,Gas,Hyundai Elantra 2025
8600000,2024,15000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes GLS 2024
530000,2017,120000,Automatic,El Mansoura,Gas,Kia Picanto 2017
1750000,2025,0,Automatic,Seat,Gas,Seat Ateca 2025
2800000,2017,38000,Automatic,"Damanhur, Beheira",Gas,Mercedes E 180 2017
885000,2026,0,Automatic,Nissan,Gas,Nissan Sentra 2026
1285000,2026,0,Automatic,Haval,Gas,Haval H6 2026
650000,2026,0,Automatic,Proton,Gas,Proton Saga 2026
3700000,2022,42000,Automatic,"Sheikh Zayed City, Giza",Gas,Audi Q7 2022
650000,2010,270000,Automatic,Cairo,Gas,Skoda Fantasia 2010
1300000,2025,0,Automatic,Hyundai,Gas,Hyundai Elantra 2025
780000,2020,90000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Citroën C3 Aircross 2020
800000,2003,280000,Automatic,"Zagazig, Sharqia",Gas,Mercedes E Class 2003
215000,1998,220000,Manual,"Hadayek October, Giza",Gas,Nissan Sunny 1998
230000,2008,300000,Manual,Beheira,Gas,Chevrolet Aveo 2008
820000,2021,86000,Automatic,"Sheikh Zayed City, Giza",Gas,MG 6 2021
760000,2013,250000,Automatic,Cairo,Gas,Hyundai IX 35 2013
390000,2018,237000,Manual,Cairo,Gas,Hyundai Verna 2018
600000,2006,300000,Automatic,"Heliopolis, Cairo",Gas,Volkswagen Passat 2006
1400000,2021,56000,Automatic,"Nasr city, Cairo",Gas,Hyundai EON 2021
270000,2002,200000,Automatic,Faiyum,Gas,Citroën Xsara 2002
130000,1996,400000,Manual,"Helwan, Cairo",Gas,Hyundai Excel 1996
650000,2020,165000,Manual,"Mohandessin, Giza",Gas,Nissan Sentra 2020
925000,2017,127000,Automatic,"Maadi, Cairo",Gas,Honda Civic 2017
600000,2017,200000,Automatic,"El Katameya, Cairo",Gas,Kia Ceed 2017
290000,2013,200000,Manual,"Sheikh Zayed City, Giza",Gas,Chevrolet Lanos 2013
800000,2019,240000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Fiat 500 X 2019
650000,2015,243000,Automatic,"Sheikh Zayed City, Giza",Gas,Skoda Octavia A7 2015
210000,1997,300000,Manual,Cairo,Gas,Renault Rainbow 1997
450000,2011,165000,Automatic,"Maadi, Cairo",Gas,Peugeot 308 sw 2011
165000,2013,110000,Manual,"Tanta, Gharbia",Gas,Isuzu D max 2013
165000,2013,110000,Manual,"Tanta, Gharbia",Gas,Suzuki Van 2013
265000,2013,242000,Manual,Qena,Gas,Chevrolet Lanos 2013
960000,2018,243000,Automatic,Cairo,Gas,Subaru XV 2018
665000,2019,59000,Automatic,"Heliopolis, Cairo",Gas,Peugeot 301 2019
270000,2010,258000,Manual,Red Sea,Gas,Renault Logan 2010
650000,2021,78000,Automatic,Cairo,Gas,MG 5 2021
1220000,2018,200000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,BMW 318 2018
590000,2019,90000,Automatic,"Nasr city, Cairo",Gas,Renault Sandero Step Way 2019
370000,2007,228500,Manual,"Dokki, Giza",Gas,Toyota Yaris 2007
3100000,2023,6000,Automatic,"Heliopolis, Cairo",Gas,Mercedes C 200 2023
585000,2019,160000,Automatic,"Mokattam, Cairo",Gas,Geely Emgrand X7 2019
1300000,2025,0,Automatic,Hyundai,Gas,Hyundai Elantra 2025
1550000,2022,90000,Automatic,"Nasr city, Cairo",Gas,Hyundai Tucson 2022
2450000,2019,31000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes C 180 2019
7250000,2023,24000,Automatic,"Heliopolis, Cairo",Gas,Mercedes GLS 2023
600000,2016,185000,Automatic,"Nasr city, Cairo",Gas,Chevrolet Cruze 2016
5100000,2025,0,Automatic,Mercedes,Gas,Mercedes GLC 200 2025
1850000,2009,224000,Automatic,"Madinaty, Cairo",Gas,Dodge Ram 2009
710000,2016,60000,Automatic,Cairo,Gas,Opel Astra 2016
900000,2016,113000,Automatic,Alexandria,Gas,Peugeot 508 2016
1900000,2017,90000,Automatic,Cairo,Gas,BMW X3 2017
1050000,2019,40000,Automatic,"Maadi, Cairo",Gas,Toyota Rush 2019
390000,2015,96000,Automatic,Asyut,Gas,Chevrolet Aveo 2015
1550000,2018,175000,Automatic,Giza,Gas,BMW X3 2018
985000,2011,260000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes C 180 2011
575000,2006,275000,Automatic,"Tagamo3 - New Cairo, Cairo",Diesel,Volkswagen Passat 2006
820000,2015,140000,Automatic,Alexandria,Gas,Opel Insignia 2015
650000,2022,66000,Automatic,Cairo,Gas,Suzuki Baleno 2022
910000,2020,148000,Automatic,Faiyum,Gas,Toyota Corolla 2020
680000,,,,Asyut,,Volkswagen Passat 2007
725000,2018,147000,Automatic,"Al Shorouk, Cairo",Gas,Renault Kadjar 2018
370000,2013,245000,Automatic,Cairo,Gas,Nissan Sunny 2013
1070000,2016,180000,Automatic,"Madinaty, Cairo",Gas,BMW 318 2016
1450000,2020,70000,Automatic,"Mansoura, Dakahlia",Gas,Kia Sportage 2020
1350000,2022,38000,Automatic,Alexandria,Gas,MG HS 2022
700000,2021,123000,Automatic,"Helwan, Cairo",Gas,Fiat Tipo 2021
595000,2021,129000,Automatic,"Obour City, Cairo",Gas,Chevrolet Optra 2021
140000,1997,213000,Manual,"Shibin el Kom , Monufia",Gas,Kia Pride 1997
750000,2017,138000,Automatic,"6 October, Giza",Gas,Hyundai Elantra AD 2017
