Price,Year,Mileage_in_KM,Transmission,Fuel_Type,Title,City_standard,Make_extracted,Model_extracted
660000,2016.0,220000.0,Automatic,Gas,Hyundai Elantra MD,Giza,Hyundai,Elantra MD
470000,2008.0,308000.0,Automatic,Gas,Opel Vectra,Cairo,Opel,Vectra
300000,2013.0,197000.0,Automatic,Gas,Chevrolet Lanos,Sharqia,Chevrolet,Lanos
199000,2010.0,200000.0,Automatic,Gas,Speranza A516,Cairo,Speranza,A516
270000,2005.0,284000.0,Automatic,Gas,Kia Rio,Cairo,Kia,Rio
410000,2004.0,130000.0,Manual,Gas,Mitsubishi Lancer Puma,Cairo,Mitsubishi,Lancer Puma
950000,2019.0,59000.0,Automatic,Gas,Mitsubishi Xpander,Dakahlia,Mitsubishi,Xpander
1130000,2026.0,0.0,Automatic,Gas,Opel Corsa,Unknown,Opel,Corsa
960000,2026.0,0.0,Automatic,Gas,Fiat 500 X,Unknown,Fiat,500 X
645000,2026.0,0.0,Automatic,Gas,Proton Saga,Unknown,Proton,Saga
2060000,2025.0,0.0,Automatic,Gas,Kia Sportage,Unknown,Kia,Sportage
3100000,2026.0,0.0,Automatic,Gas,Mercedes C 200,Unknown,Mercedes,C 200
830000,2025.0,0.0,Automatic,Electric,Byd Seagull,Unknown,BYD,Seagull
2100000,2025.0,0.0,Automatic,Gas,Cupra Terramar,Unknown,Cupra,Terramar
585000,2009.0,145000.0,Automatic,Gas,Toyota Corolla,Cairo,Toyota,Corolla
435000,2014.0,175000.0,Automatic,Gas,Peugeot 208,Cairo,Peugeot,208
1350000,2005.0,50000.0,Automatic,Gas,Mercedes E 240,Gharbia,Mercedes,E 240
460000,2009.0,200000.0,Automatic,Gas,Chevrolet Optra,Giza,Chevrolet,Optra
1200000,2022.0,76000.0,Automatic,Gas,Jetour X95,Cairo,Jetour,X95
630000,2024.0,39000.0,Automatic,Gas,Chery Arrizo 5,Giza,Chery,Arrizo 5
165000,2002.0,340000.0,Manual,Gas,Kia Sephia,Cairo,Kia,Sephia
600000,2015.0,265000.0,Automatic,Gas,Mitsubishi Lancer EX Shark,Gharbia,Mitsubishi,Lancer EX Shark
750000,2020.0,121000.0,Automatic,Gas,Opel Astra,Cairo,Opel,Astra
500000,2019.0,195000.0,Automatic,Gas,Chevrolet Optra,Giza,Chevrolet,Optra
525000,2020.0,60000.0,Automatic,Gas,Nissan Sunny,Alexandria,Nissan,Sunny
1570000,2023.0,44000.0,Automatic,Gas,Kia Sportage,Cairo,Kia,Sportage
270000,2010.0,292000.0,Manual,Gas,Renault Logan,Giza,Renault,Logan
650000,2015.0,20000.0,Automatic,Gas,Kia Cerato,Giza,Kia,Cerato
980000,2015.0,80000.0,Automatic,Gas,Isuzu D max,Monufia,Isuzu,D max
345000,2007.0,250000.0,Automatic,Gas,Mitsubishi Lancer,Sharqia,Mitsubishi,Lancer
600000,2007.0,90000.0,Automatic,Gas,Toyota Corolla,Sohag,Toyota,Corolla
440000,2020.0,84000.0,Automatic,Gas,Peugeot 301,Cairo,Peugeot,301
700000,2021.0,74000.0,Automatic,Gas,Renault 21,Beheira,Renault,21
290000,2007.0,174000.0,Automatic,Gas,Brilliance Galena,Cairo,Brilliance,Galena
110000,2000.0,290000.0,Manual,Gas,Renault Rainbow,Alexandria,Renault,Rainbow
425000,2017.0,220000.0,Automatic,Gas,Chevrolet Optra,Qalyubia,Chevrolet,Optra
220000,2000.0,150000.0,Automatic,Gas,Daihatsu SIRION,Alexandria,Daihatsu,SIRION
500000,2008.0,197000.0,Automatic,Gas,Hyundai Avante,Cairo,Hyundai,Avante
540000,2008.0,350000.0,Automatic,Gas,Daihatsu Terios,Ismailia,Daihatsu,Terios
0,2019.0,64000.0,Automatic,Gas,Toyota Corolla,Cairo,Toyota,Corolla
675000,2011.0,163000.0,Automatic,Gas,Toyota Corolla,Cairo,Toyota,Corolla
875000,2014.0,120000.0,Automatic,Gas,Volkswagen Jetta,Cairo,Volkswagen,Jetta
830000,2013.0,161000.0,Automatic,Gas,Skoda Octavia,Cairo,Skoda,Octavia
675000,2010.0,159000.0,Automatic,Gas,Toyota Corolla,Cairo,Toyota,Corolla
565000,2008.0,160000.0,Automatic,Gas,Toyota Corolla,Cairo,Toyota,Corolla
975000,2014.0,72000.0,Automatic,Gas,Skoda Superb,Cairo,Skoda,Superb
275000,2008.0,88000.0,Manual,Gas,Daewoo Lanos 2,Cairo,Daewoo Lanos,2
1050000,2018.0,145000.0,Automatic,Gas,Skoda Octavia,Cairo,Skoda,Octavia
1490000,2026.0,0.0,Automatic,Gas,Haval H6,Unknown,Haval,H6
550000,2015.0,220000.0,Automatic,Gas,Mitsubishi Lancer EX Shark,Cairo,Mitsubishi,Lancer EX Shark
680000,2010.0,180000.0,Automatic,Gas,Kia Cerato,Asyut,Kia,Cerato
350000,2010.0,174000.0,Manual,Gas,Hyundai Accent,Giza,Hyundai,Accent
1050000,2018.0,60000.0,Automatic,Gas,Honda Civic,Cairo,Honda,Civic
160000,1996.0,200000.0,Automatic,Gas,Toyota Corolla,Beni Suef,Toyota,Corolla
410000,2015.0,230000.0,Automatic,Gas,Peugeot 301,Cairo,Peugeot,301
750000,2016.0,83000.0,Automatic,Gas,Peugeot 508,Giza,Peugeot,508
1830000,2022.0,30000.0,Automatic,Gas,Mercedes B 200,Cairo,Mercedes,B 200
450000,2011.0,165000.0,Automatic,Gas,Peugeot 308 sw,Cairo,Peugeot,308 sw
860000,2022.0,145000.0,Automatic,Gas,MG Rx5,Cairo,MG,Rx5
1400000,2021.0,85000.0,Automatic,Gas,Kia Sportage,Cairo,Kia,Sportage
2150000,2020.0,130000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
650000,2020.0,160000.0,Automatic,Gas,Renault Megane,Cairo,Renault,Megane
235000,2004.0,260000.0,Manual,Gas,Daewoo Lanos 2,Cairo,Daewoo Lanos,2
380000,2013.0,133000.0,Manual,Gas,Speranza Tiggo,Cairo,Speranza,Tiggo
675000,2021.0,90000.0,Automatic,Gas,Chery Tiggo 7,Aswan,Chery,Tiggo 7
610000,2021.0,55000.0,Automatic,Gas,Soueast DX3,Dakahlia,Soueast,DX3
270000,2005.0,170000.0,Manual,Gas,Opel Corsa,Cairo,Opel,Corsa
540000,2006.0,192000.0,Automatic,Gas,BMW 316,Cairo,BMW,316
1050000,2017.0,170000.0,Automatic,Gas,Hyundai Tucson,Cairo,Hyundai,Tucson
1050000,2021.0,95000.0,Automatic,Diesel,Toyota Corolla,Cairo,Toyota,Corolla
1280000,2015.0,140000.0,Automatic,Gas,BMW X3,Cairo,BMW,X3
2550000,2023.0,42000.0,Automatic,Diesel,Mercedes C 180,Cairo,Mercedes,C 180
3100000,2023.0,5000.0,Automatic,Gas,Mercedes C 200,Cairo,Mercedes,C 200
140000,1996.0,207000.0,Manual,Gas,Hyundai Excel,Giza,Hyundai,Excel
600000,2016.0,77000.0,Automatic,Gas,Toyota Yaris,Giza,Toyota,Yaris
520000,2021.0,116000.0,Automatic,Gas,Chery Arrizo 5,Cairo,Chery,Arrizo 5
900000,2016.0,180000.0,Automatic,Gas,Skoda Octavia A7,Giza,Skoda,Octavia A7
560000,2008.0,255000.0,Automatic,Gas,Toyota Corolla,Cairo,Toyota,Corolla
830000,2019.0,129000.0,Automatic,Gas,MG Rx5,Faiyum,MG,Rx5
315000,2013.0,280000.0,Manual,Gas,Chevrolet Lanos,Gharbia,Chevrolet,Lanos
620000,2021.0,80000.0,Manual,Gas,Fiat Tipo,Cairo,Fiat,Tipo
950000,2021.0,80000.0,Automatic,Gas,Toyota Corolla,Cairo,Toyota,Corolla
620000,2016.0,150000.0,Automatic,Gas,Opel Mokka,Cairo,Opel,Mokka
1000000,2017.0,82000.0,Automatic,Gas,Kia Sportage L,Alexandria,Kia,Sportage L
620000,2016.0,115000.0,Automatic,Gas,Mitsubishi Lancer EX Shark,Giza,Mitsubishi,Lancer EX Shark
310000,2015.0,320000.0,Manual,Gas,Renault Logan,Giza,Renault,Logan
535000,2014.0,113000.0,Automatic,Gas,Kia Rio,Giza,Kia,Rio
570000,2014.0,128000.0,Automatic,Gas,Toyota Yaris,Cairo,Toyota,Yaris
800000,2019.0,150000.0,Automatic,Gas,Hyundai Elantra,Giza,Hyundai,Elantra
710000,2016.0,60000.0,Automatic,Gas,Opel Astra,Cairo,Opel,Astra
650000,2016.0,166000.0,Automatic,Gas,Suzuki Sx4,Giza,Suzuki,Sx4
1900000,2017.0,90000.0,Automatic,Gas,BMW X3,Cairo,BMW,X3
1050000,2019.0,40000.0,Automatic,Gas,Toyota Rush,Cairo,Toyota,Rush
985000,2011.0,260000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
390000,2015.0,96000.0,Automatic,Gas,Chevrolet Aveo,Asyut,Chevrolet,Aveo
1550000,2018.0,175000.0,Automatic,Gas,BMW X3,Giza,BMW,X3
650000,2012.0,94000.0,Automatic,Gas,Kia Forte,Qalyubia,Kia,Forte
370000,2013.0,203000.0,Manual,Gas,Hyundai I10,Damietta,Hyundai,I10
1800000,2026.0,0.0,Automatic,Gas,Jetour T2,Unknown,Jetour,T2
785000,2014.0,20000.0,Automatic,Natural Gas,Chery Tiggo 7,Sohag,Chery,Tiggo 7
2150000,2017.0,175000.0,Automatic,Gas,Mercedes A 180,Cairo,Mercedes,A 180
185000,1998.0,200000.0,Manual,Gas,Hyundai Accent,Giza,Hyundai,Accent
589000,2015.0,180000.0,Automatic,Diesel,Hyundai Elantra MD,Cairo,Hyundai,Elantra MD
1450000,2023.0,36000.0,Automatic,Gas,Jeep Renegade,Giza,Jeep,Renegade
750000,2021.0,64000.0,Automatic,Gas,MG One,Giza,MG,One
460000,2019.0,140000.0,Automatic,Gas,Jac S2,Cairo,Jac,S2
470000,2021.0,250000.0,Manual,Gas,Byd F3,Cairo,BYD,F3
620000,2010.0,175000.0,Automatic,Gas,Skoda Fantasia,Alexandria,Skoda,Fantasia
1,2025.0,1154.0,Automatic,Gas,Ford Territory,Cairo,Ford,Territory
1500000,2020.0,260000.0,Automatic,Gas,Skoda Kodiaq,Giza,Skoda,Kodiaq
360000,2018.0,170000.0,Manual,Gas,Byd F3,Cairo,BYD,F3
2800000,2023.0,10000.0,Manual,Hybrid,Mercedes CLA 200,Giza,Mercedes,CLA 200
75000,1981.0,200000.0,Manual,Gas,Fiat 131,Qalyubia,Fiat,131
750000,2017.0,245000.0,Automatic,Gas,Hyundai Creta,Cairo,Hyundai,Creta
95000,1998.0,95000.0,Manual,Gas,Hyundai I30,Cairo,Hyundai,I30
570000,2017.0,113000.0,Automatic,Gas,Hyundai Solaris,Cairo,Hyundai,Solaris
500000,2016.0,70000.0,Automatic,Gas,Chevrolet Aveo,Giza,Chevrolet,Aveo
520000,2012.0,240000.0,Automatic,Gas,Hyundai Elantra MD,Giza,Hyundai,Elantra MD
280000,2020.0,56000.0,Manual,Gas,Zotye Z100,Cairo,Zotye,Z100
1100000,2016.0,50000.0,Automatic,Gas,Skoda Octavia,Giza,Skoda,Octavia
1650,2021.0,90000.0,Automatic,Gas,Skoda Superb,Gharbia,Skoda,Superb
1175000,2020.0,103000.0,Automatic,Gas,Skoda Octavia A7,Cairo,Skoda,Octavia A7
65000,1979.0,200000.0,Manual,Gas,Fiat 128,Cairo,Fiat,128
320000,1999.0,100000.0,Automatic,Gas,Opel Vectra,Cairo,Opel,Vectra
260000,2007.0,190000.0,Manual,Gas,Speranza A516,Suez,Speranza,A516
900000,2016.0,115000.0,Automatic,Gas,Hyundai IX 35,Giza,Hyundai,IX 35
470000,2005.0,310000.0,Automatic,Gas,Mitsubishi Lancer Puma,Gharbia,Mitsubishi,Lancer Puma
200000,2011.0,200000.0,Manual,Gas,Chevrolet Lanos,Giza,Chevrolet,Lanos
290000,2007.0,98000.0,Manual,Gas,Chevrolet Aveo,Cairo,Chevrolet,Aveo
685000,2014.0,286000.0,Automatic,Gas,Toyota Corolla,Dakahlia,Toyota,Corolla
620000,2015.0,180000.0,Automatic,Gas,Mitsubishi Lancer EX Shark,Cairo,Mitsubishi,Lancer EX Shark
1250000,2025.0,0.0,Automatic,Gas,Hyundai Elantra,Unknown,Hyundai,Elantra
530000,2017.0,120000.0,Automatic,Gas,Kia Picanto,Unknown,Kia,Picanto
1750000,2025.0,0.0,Automatic,Gas,Seat Ateca,Unknown,Seat,Ateca
2800000,2017.0,38000.0,Automatic,Gas,Mercedes E 180,Beheira,Mercedes,E 180
1285000,2026.0,0.0,Automatic,Gas,Haval H6,Unknown,Haval,H6
650000,2010.0,270000.0,Automatic,Gas,Skoda Fantasia,Cairo,Skoda,Fantasia
1300000,2025.0,0.0,Automatic,Gas,Hyundai Elantra,Unknown,Hyundai,Elantra
780000,2020.0,90000.0,Automatic,Gas,Citroën C3 Aircross,Cairo,Citroën,C3 Aircross
800000,2003.0,280000.0,Automatic,Gas,Mercedes E Class,Sharqia,Mercedes,E Class
215000,1998.0,220000.0,Manual,Gas,Nissan Sunny,Giza,Nissan,Sunny
230000,2008.0,300000.0,Manual,Gas,Chevrolet Aveo,Beheira,Chevrolet,Aveo
820000,2021.0,86000.0,Automatic,Gas,MG 6,Giza,MG,6
760000,2013.0,250000.0,Automatic,Gas,Hyundai IX 35,Cairo,Hyundai,IX 35
390000,2018.0,237000.0,Manual,Gas,Hyundai Verna,Cairo,Hyundai,Verna
600000,2006.0,300000.0,Automatic,Gas,Volkswagen Passat,Cairo,Volkswagen,Passat
1400000,2021.0,56000.0,Automatic,Gas,Hyundai EON,Cairo,Hyundai,EON
270000,2002.0,200000.0,Automatic,Gas,Citroën Xsara,Faiyum,Citroën,Xsara
130000,1996.0,400000.0,Manual,Gas,Hyundai Excel,Cairo,Hyundai,Excel
650000,2020.0,165000.0,Manual,Gas,Nissan Sentra,Giza,Nissan,Sentra
925000,2017.0,127000.0,Automatic,Gas,Honda Civic,Cairo,Honda,Civic
600000,2017.0,200000.0,Automatic,Gas,Kia Ceed,Cairo,Kia,Ceed
290000,2013.0,200000.0,Manual,Gas,Chevrolet Lanos,Giza,Chevrolet,Lanos
800000,2019.0,240000.0,Automatic,Gas,Fiat 500 X,Cairo,Fiat,500 X
650000,2015.0,243000.0,Automatic,Gas,Skoda Octavia A7,Giza,Skoda,Octavia A7
210000,1997.0,300000.0,Manual,Gas,Renault Rainbow,Cairo,Renault,Rainbow
165000,2013.0,110000.0,Manual,Gas,Isuzu D max,Gharbia,Isuzu,D max
165000,2013.0,110000.0,Manual,Gas,Suzuki Van,Gharbia,Suzuki,Van
265000,2013.0,242000.0,Manual,Gas,Chevrolet Lanos,Qena,Chevrolet,Lanos
960000,2018.0,243000.0,Automatic,Gas,Subaru XV,Cairo,Subaru,XV
665000,2019.0,59000.0,Automatic,Gas,Peugeot 301,Cairo,Peugeot,301
270000,2010.0,258000.0,Manual,Gas,Renault Logan,Red Sea,Renault,Logan
650000,2021.0,78000.0,Automatic,Gas,MG 5,Cairo,MG,5
1220000,2018.0,200000.0,Automatic,Gas,BMW 318,Cairo,BMW,318
590000,2019.0,90000.0,Automatic,Gas,Renault Sandero Step Way,Cairo,Renault,Sandero Step Way
370000,2007.0,228500.0,Manual,Gas,Toyota Yaris,Giza,Toyota,Yaris
3100000,2023.0,6000.0,Automatic,Gas,Mercedes C 200,Cairo,Mercedes,C 200
585000,2019.0,160000.0,Automatic,Gas,Geely Emgrand X7,Cairo,Geely,Emgrand X7
1550000,2022.0,90000.0,Automatic,Gas,Hyundai Tucson,Cairo,Hyundai,Tucson
2450000,2019.0,31000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
600000,2016.0,185000.0,Automatic,Gas,Chevrolet Cruze,Cairo,Chevrolet,Cruze
1850000,2009.0,224000.0,Automatic,Gas,Dodge Ram,Cairo,Dodge,Ram
900000,2016.0,113000.0,Automatic,Gas,Peugeot 508,Alexandria,Peugeot,508
575000,2006.0,275000.0,Automatic,Diesel,Volkswagen Passat,Cairo,Volkswagen,Passat
820000,2015.0,140000.0,Automatic,Gas,Opel Insignia,Alexandria,Opel,Insignia
650000,2022.0,66000.0,Automatic,Gas,Suzuki Baleno,Cairo,Suzuki,Baleno
910000,2020.0,148000.0,Automatic,Gas,Toyota Corolla,Faiyum,Toyota,Corolla
725000,2018.0,147000.0,Automatic,Gas,Renault Kadjar,Cairo,Renault,Kadjar
370000,2013.0,245000.0,Automatic,Gas,Nissan Sunny,Cairo,Nissan,Sunny
1070000,2016.0,180000.0,Automatic,Gas,BMW 318,Cairo,BMW,318
1450000,2020.0,70000.0,Automatic,Gas,Kia Sportage,Dakahlia,Kia,Sportage
1350000,2022.0,38000.0,Automatic,Gas,MG HS,Alexandria,MG,HS
700000,2021.0,123000.0,Automatic,Gas,Fiat Tipo,Cairo,Fiat,Tipo
595000,2021.0,129000.0,Automatic,Gas,Chevrolet Optra,Cairo,Chevrolet,Optra
140000,1997.0,213000.0,Manual,Gas,Kia Pride,Monufia,Kia,Pride
750000,2017.0,138000.0,Automatic,Gas,Hyundai Elantra AD,Giza,Hyundai,Elantra AD
795000,2021.0,160000.0,Automatic,Gas,Chevrolet Captiva,Cairo,Chevrolet,Captiva
650000,2012.0,250000.0,Automatic,Gas,Kia Carens,Ismailia,Kia,Carens
650000,2021.0,84000.0,Manual,Gas,Peugeot 301,Cairo,Peugeot,301
650000,2014.0,300000.0,Automatic,Gas,Kia Cerato,Monufia,Kia,Cerato
390000,2016.0,203700.0,Manual,Gas,Hyundai Verna,Giza,Hyundai,Verna
600000,2012.0,140000.0,Automatic,Gas,Volkswagen Golf 6,Cairo,Volkswagen,Golf 6
690000,2021.0,112000.0,Automatic,Gas,Opel Astra,Cairo,Opel,Astra
1500000,2013.0,106000.0,Automatic,Gas,Jeep Wrangler,Cairo,Jeep,Wrangler
2400000,2015.0,163000.0,Automatic,Gas,BMW X5,Cairo,BMW,X5
2950000,2024.0,18000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
1000000,2019.0,175000.0,Automatic,Gas,Honda Civic,Cairo,Honda,Civic
1200000,2026.0,0.0,Automatic,Gas,Seat Ibiza,Unknown,Seat,Ibiza
600000,2012.0,220000.0,Automatic,Gas,Volkswagen Golf 6,Cairo,Volkswagen,Golf 6
680000,2016.0,216000.0,Automatic,Gas,Subaru XV,Cairo,Subaru,XV
420000,2007.0,218000.0,Automatic,Gas,Volkswagen Jetta,Monufia,Volkswagen,Jetta
980000,2022.0,152800.0,Automatic,Gas,Hyundai Elantra CN7,Sharqia,Hyundai,Elantra CN7
310000,2007.0,185000.0,Automatic,Gas,Peugeot 307 SW,Qalyubia,Peugeot,307 SW
55000,1991.0,100000.0,Manual,Gas,Fiat Tipo,Giza,Fiat,Tipo
480000,2016.0,200000.0,Automatic,Gas,Mitsubishi Lancer EX Shark,Giza,Mitsubishi,Lancer EX Shark
220000,2008.0,100000.0,Manual,Gas,Changan CS 85,Cairo,Changan,CS 85
1700000,2025.0,0.0,Automatic,Gas,Hyundai Elantra CN7,Unknown,Hyundai,Elantra CN7
450000,2000.0,400000.0,Automatic,Gas,Mercedes 180,Alexandria,Mercedes,180
218000,2011.0,245000.0,Manual,Gas,Speranza A516,Qalyubia,Speranza,A516
370000,2011.0,78000.0,Manual,Gas,Kia Rio,Alexandria,Kia,Rio
1950000,2020.0,220000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
2800000,2018.0,82000.0,Automatic,Gas,Mercedes E 200,Cairo,Mercedes,E 200
780000,2015.0,160000.0,Automatic,Gas,Ford Kuga,Cairo,Ford,Kuga
180000,1999.0,130000.0,Manual,Gas,Renault 19,Giza,Renault,19
500000,2006.0,185000.0,Automatic,Gas,Volkswagen Passat,Cairo,Volkswagen,Passat
990000,2009.0,186000.0,Automatic,Gas,Mercedes C 280,Giza,Mercedes,C 280
430000,2011.0,230000.0,Automatic,Gas,Seat Leon,Qalyubia,Seat,Leon
650000,2008.0,137000.0,Automatic,Gas,BMW 525,Sharqia,BMW,525
870000,2022.0,34000.0,Automatic,Gas,Fiat Tipo,Dakahlia,Fiat,Tipo
280000,2012.0,167000.0,Manual,Gas,Chevrolet Lanos,Cairo,Chevrolet,Lanos
865000,2018.0,99000.0,Automatic,Gas,Renault Kadjar,Giza,Renault,Kadjar
160000,2001.0,145000.0,Automatic,Gas,Kia Pride,Giza,Kia,Pride
2200000,2022.0,10000.0,Automatic,Gas,Peugeot 508,Cairo,Peugeot,508
1500000,2017.0,140000.0,Automatic,Gas,BMW 320,Cairo,BMW,320
480000,2021.0,115000.0,Automatic,Gas,Renault Logan,Cairo,Renault,Logan
550000,2016.0,48000.0,Automatic,Gas,Hyundai Grand i10,Cairo,Hyundai,Grand i10
1300000,2024.0,40000.0,Automatic,Gas,Citroën C5,Cairo,Citroën,C5
1700000,2024.0,0.0,Automatic,Gas,Opel Grandland,Unknown,Opel,Grandland
1650000,2026.0,0.0,Automatic,Gas,Kia K4,Unknown,Kia,K4
1000000,2018.0,80000.0,Automatic,Gas,Jeep Renegade,Cairo,Jeep,Renegade
995000,2026.0,0.0,CVT,Gas,Chery Tiggo 4 Pro,Unknown,Chery,Tiggo 4 Pro
590000,2019.0,51000.0,Automatic,Gas,Peugeot 301,Cairo,Peugeot,301
675000,2015.0,188000.0,Automatic,Gas,Mazda 3,Cairo,Mazda,3
2850000,2022.0,29000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
1700000,2021.0,81000.0,Automatic,Gas,Mini Cooper,Cairo,Mini,Cooper
770000,2024.0,34000.0,Automatic,Gas,Chery Tiggo 3,Cairo,Chery,Tiggo 3
540000,2013.0,181000.0,Automatic,Gas,Mitsubishi Lancer,Cairo,Mitsubishi,Lancer
1350000,2024.0,29000.0,Automatic,Gas,Toyota Corolla,Faiyum,Toyota,Corolla
630000,2021.0,72000.0,Automatic,Gas,Hyundai Accent RB,Cairo,Hyundai,Accent RB
580000,2012.0,2000.0,Automatic,Gas,Kia Cerato,Minya,Kia,Cerato
540000,2018.0,160000.0,Automatic,Gas,Peugeot 301,Alexandria,Peugeot,301
1900000,2015.0,165000.0,Automatic,Gas,Mercedes E 200,Cairo,Mercedes,E 200
1250000,2022.0,94000.0,Automatic,Electric,Volkswagen ID 6,Cairo,Volkswagen,ID 6
650000,2016.0,235000.0,Automatic,Gas,Mazda 3,Cairo,Mazda,3
560000,2013.0,60000.0,Automatic,Gas,Kia Picanto,Cairo,Kia,Picanto
1530,2022.0,90000.0,Automatic,Gas,Kia Sportage,Damietta,Kia,Sportage
1460000,2021.0,152000.0,Automatic,Gas,Kia Sportage,Giza,Kia,Sportage
660000,2014.0,268210.0,Automatic,Gas,Toyota Corolla,Cairo,Toyota,Corolla
600000,2016.0,147000.0,Automatic,Gas,Citroën C4,Cairo,Citroën,C4
1600000,2014.0,65000.0,Automatic,Gas,Mercedes A Class,Alexandria,Mercedes,A Class
525000,2010.0,250000.0,Automatic,Gas,Kia Cerato,Unknown,Kia,Cerato
2850000,2024.0,20000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
2450000,2020.0,119000.0,Automatic,Gas,Mercedes C 200,Cairo,Mercedes,C 200
2450000,2023.0,12000.0,Automatic,Gas,Skoda Kodiaq,Cairo,Skoda,Kodiaq
1350000,2026.0,0.0,Automatic,Gas,Citroën C4X,Unknown,Citroën,C4X
565000,2010.0,176000.0,Automatic,Gas,Kia Cerato,Cairo,Kia,Cerato
160000,1994.0,200000.0,Manual,Gas,Peugeot 405,Cairo,Peugeot,405
285000,2008.0,400000.0,Automatic,Gas,Nissan Sunny,Red Sea,Nissan,Sunny
190000,2008.0,180000.0,Manual,Gas,Suzuki Van,Cairo,Suzuki,Van
750000,2014.0,141000.0,Automatic,Gas,Nissan Qashqai,Cairo,Nissan,Qashqai
370000,2006.0,162000.0,Automatic,Gas,Renault Megane,Alexandria,Renault,Megane
750000,2021.0,76000.0,Automatic,Gas,Fiat Tipo,Giza,Fiat,Tipo
735000,2013.0,178000.0,Automatic,Gas,Toyota Corolla,Cairo,Toyota,Corolla
500000,2011.0,250000.0,Automatic,Gas,Hyundai Elantra HD,Cairo,Hyundai,Elantra HD
680000,2010.0,191000.0,Automatic,Gas,Kia Forte,Beni Suef,Kia,Forte
620000,2025.0,73000.0,Manual,Gas,Byd F3,Giza,BYD,F3
1500000,2024.0,40000.0,Automatic,Gas,Gmc Terrain,Giza,GMC,Terrain
600000,2004.0,250000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
650000,2026.0,8600.0,Automatic,Gas,Nissan Sunny,Giza,Nissan,Sunny
790000,2022.0,94000.0,Automatic,Gas,Citroën C3 Aircross,Cairo,Citroën,C3 Aircross
1770000,2016.0,95000.0,Automatic,Gas,BMW X3,Cairo,BMW,X3
800000,2020.0,250000.0,Automatic,Gas,Chevrolet Captiva,Cairo,Chevrolet,Captiva
400000,2004.0,100000.0,Automatic,Gas,Toyota Corolla,Dakahlia,Toyota,Corolla
650000,2016.0,90000.0,Automatic,Gas,Kia Rio,Alexandria,Kia,Rio
1300000,2022.0,96700.0,Automatic,Gas,Opel Grandland,Cairo,Opel,Grandland
1000000,2025.0,11600.0,Automatic,Gas,Hyundai Elantra,Giza,Hyundai,Elantra
260000,1996.0,180000.0,Automatic,Gas,Ford Taurus,Cairo,Ford,Taurus
300000,2017.0,500000.0,Manual,Gas,Geely Emgrand 7,Cairo,Geely,Emgrand 7
480000,2009.0,260000.0,Automatic,Gas,Mitsubishi Lancer,Cairo,Mitsubishi,Lancer
380000,2017.0,160000.0,Automatic,Gas,Chevrolet Aveo,Cairo,Chevrolet,Aveo
1470000,2026.0,0.0,Automatic,Gas,Toyota Corolla,Unknown,Toyota,Corolla
2650000,2023.0,17000.0,Automatic,Gas,Audi A5,Cairo,Audi,A5
770000,2026.0,0.0,Automatic,Gas,Nissan Sunny,Unknown,Nissan,Sunny
955000,2026.0,0.0,Automatic,Gas,Fiat 500 X,Unknown,Fiat,500 X
1650000,2026.0,0.0,Automatic,Gas,Baic BJ30,Unknown,Baic,BJ30
2450000,2024.0,0.0,Automatic,Gas,Skoda Kodiaq,Unknown,Skoda,Kodiaq
1190000,2025.0,0.0,Automatic,Gas,Seat Arona,Unknown,Seat,Arona
1450000,2021.0,50000.0,Automatic,Gas,Hyundai Tucson,Cairo,Hyundai,Tucson
790000,2024.0,26000.0,Automatic,Gas,Hyundai Accent RB,Cairo,Hyundai,Accent RB
750000,2018.0,200000.0,Automatic,Gas,Kia Cerato,Giza,Kia,Cerato
700000,2024.0,12700.0,Automatic,Gas,Nissan Sunny,Cairo,Nissan,Sunny
1590000,2022.0,30000.0,Automatic,Electric,Volkswagen ID 6,Cairo,Volkswagen,ID 6
450000,2016.0,107000.0,Automatic,Gas,Renault Logan,Cairo,Renault,Logan
1750000,2021.0,60000.0,Automatic,Gas,Audi Q3,Giza,Audi,Q3
935000,2021.0,113000.0,Automatic,Gas,Kia Grand Cerato,Cairo,Kia,Grand Cerato
180000,2002.0,260000.0,Manual,Gas,Renault Clio,Cairo,Renault,Clio
375000,2015.0,220000.0,Automatic,Gas,Senova A3,Cairo,Senova,A3
200000,2006.0,256000.0,Manual,Gas,Hyundai Accent,Cairo,Hyundai,Accent
620000,2009.0,145000.0,Automatic,Gas,Kia Soul,Gharbia,Kia,Soul
70000,1979.0,13400.0,Manual,Gas,Fiat 131,Cairo,Fiat,131
560000,2011.0,230000.0,Automatic,Gas,Kia Cerato,Cairo,Kia,Cerato
280000,2003.0,200000.0,Manual,Gas,Kia Rio,Giza,Kia,Rio
580000,2022.0,100000.0,Automatic,Gas,Suzuki Swift,Cairo,Suzuki,Swift
210000,1998.0,200000.0,Manual,Gas,Opel Vectra,Cairo,Opel,Vectra
